HORA, PI0102, FC0104, FC0105, FC0108, TI0201, TC0202, TI0203, TI0204, TI0205, TI0210, TI0211, TI0212, TC0213, PI0214, PI0215, PI0216, FI0219, LC0301, PI0302, FI0446, FC0501, TC0508, PI0509, TC0510, PI0511, TC0512, TI0513, FC0619, FC0629, PI0640,,
2,51.44,990.37,56.57,2.97,1257.19,1209.6,670.78,602.88,464.41,116.5,482.51,569.47,728.06,-57.64,-201.77,-450.42,49.04,60.01,6.83,157.32,702.87,50.04,-546.18,33.22,-566.1,4.24,-585.51,1318.5,829.81,-634.44,,
3,51.14,989.77,56.57,2.97,1257.15,1209.49,670.31,603.01,464.46,116.51,482.58,569.48,728.04,-57.8,-201.87,-450.07,49.05,59.89,6.82,156.91,701.99,49.94,-546.5,33.09,-566.25,4.23,-585.38,1314.4,828.48,-634.82,,
4,44.58,996.7,56.98,2.99,1254.7,1207.52,668.76,598.45,464.24,116.52,484.02,568.63,728.13,-63.28,-206.1,-452.25,48.6,59.35,6.82,155.06,702.84,49.8,-548.57,32.41,-567.84,3.48,-586.59,1313.7,829.91,-636.45,,
5,44.3,999.91,57.14,3,1254.98,1207.26,667.96,597.17,464.3,116.55,484.49,568.03,727.95,-63.56,-206.25,-451.76,48.23,60.03,6.83,155.74,700.54,49.83,-548.63,32.41,-567.89,3.62,-586.4,1314.58,828.85,-635.96,,
6,43.06,1000.01,57.14,3,1253.68,1206.83,668.63,597.18,463.81,116.57,484.64,568,728.01,-64.64,-206.99,-451.6,48.24,60.07,6.83,155.76,701.31,49.56,-548.84,32.51,-568.01,3.79,-586.17,1313.16,828.88,-635.81,,
7,58.87,999.58,57.14,3,1259.71,1212.66,671.57,601.78,465,117.31,481.42,569.19,727.61,-51.19,-196.33,-445.16,49.18,60.04,6.84,159.97,701.57,50.02,-545.47,33.17,-565.45,4.34,-584.44,1328.89,831.25,-634.14,,
8,59.58,999.56,57.15,3,1260.31,1213.16,673.85,603.74,465.52,117.51,481.56,569.43,728,-50.83,-195.69,-443.82,49.71,60,6.84,160.91,698.64,50.36,-543.89,33.64,-564.19,4.76,-584.4,1328.29,833.07,-631.34,,
9,76.71,1000.68,57.15,3,1268.16,1218.04,678.64,597.41,465.85,117.86,478.63,570.8,727.69,-36.58,-184.55,-437.06,51.05,59.86,6.83,164.86,696.49,50.86,-540.15,34.27,-561.12,5.37,-582.79,1340.56,835.43,-628.58,,
10,73.75,999.8,57.15,3,1268.74,1213.41,682.35,605.24,468.47,118.11,480.89,571.43,728.41,-39.14,-186.3,-437.17,51.8,59.77,6.85,163.77,696.09,51.19,-539.24,34.63,-560.48,5.52,-583.25,1336.65,837.69,-627.53,,
11,56.23,1041.72,57.18,2.98,1195.06,1154.2,671.23,609.35,449.95,117.59,451.1,557.3,693.62,-58.57,-207.94,-451.96,43.5,60.01,6.85,173.45,697.37,52.02,-564.81,34.66,-585.99,5.53,-608.88,770.49,458.39,-640.63,,
12,74.99,1019.56,57.13,2.96,1246.53,1197.35,701.98,603.14,472.4,117.9,485.65,572.65,722.74,-38.53,-186.76,-437.24,63.05,60.04,6.86,175.49,698.91,51.67,-539.9,35.4,-561.83,6.22,-586.79,1443.39,869.44,-628.61,,
13,52.27,1019.82,57.13,3,1254.48,1201.58,682.09,604.46,467.32,116.59,486.93,568.33,727.82,-57.06,-199.84,-442.89,63.3,59.72,6.85,164,699.87,51.87,-542.4,34.63,-563.57,5.54,-588.17,1401.39,912.27,-628.78,,
14,54.46,999.84,57.14,3,1256.77,1203.4,679.37,600.44,465.62,116.31,484.87,567.99,728.03,-54.93,-198.07,-441.51,63.94,59.7,6.85,162,700.47,52.08,-542.34,34.73,-563.57,5.33,-587.63,1387.92,904.16,-629.43,,
15,64.3,999.62,57.16,3,1262.87,1207.72,677.68,597.74,465.38,116.51,482.07,569.05,727.56,-46.27,-191.34,-437.36,64.49,59.88,6.85,164.08,697.46,52.15,-541.52,34.82,-562.97,5.4,-586.78,1390.84,900.76,-630.16,,
16,62.04,1000.59,57.13,3,1263.88,1208.63,678.89,599.74,464.62,116.42,481.64,568.16,728.15,-48.02,-192.4,-437.47,65.23,59.64,6.84,162.12,699.48,52.02,-541.19,34.71,-562.24,5.61,-585.86,1384.12,897.24,-629.4,,
17,41.46,1000.32,57.13,3,1254.9,1201.9,673.29,600.18,463.5,115.68,485.68,566.26,728.45,-65.37,-205.8,-444.4,63.3,59.78,6.83,156.59,701.39,51.33,-545.52,33.84,-565.43,4.77,-587.4,1361.47,889.17,-631.5,,
18,51.2,988.47,56.36,3,1258.01,1204.14,669.01,603.32,463.4,115.99,484.16,567.93,727.28,-57.34,-199.85,-441.06,60.12,60.02,6.84,157.4,699.92,51.34,-545.09,33.97,-565.33,4.76,-586.37,1360.95,878.01,-632.26,,
19,76.03,965.41,55.31,3,1272.07,1216.45,672.65,599.92,462.93,117.45,476.22,569.79,728.01,-35.55,-182.34,-430.4,63.74,60.15,6.84,159.96,700.97,51.92,-539.22,34.78,-560.25,5.24,-581.23,1344.72,847.36,-630.12,,
20,72.28,1000.36,57.15,3,1268.85,1213.98,672.4,600.54,464.05,117.43,478.37,569.95,727.84,-38.96,-184.99,-431.54,64.89,59.95,6.84,158.6,700.99,51.67,-540.7,34.28,-561.58,4.54,-582.68,1340.17,839.12,-631.81,,
21,77.35,999.79,57.13,3,1271.22,1216.26,673.51,597.39,464.93,117.47,477.11,570.22,728.01,-34.5,-181.27,-428.55,64.67,59.69,6.84,158.42,701.72,51.72,-538.87,34.49,-559.72,4.91,-580.57,1321.69,824.4,-629.92,,
22,76.33,1000.24,57.16,3,1270.56,1215.73,674.02,597.11,465.59,117.45,477.65,570.28,728.03,-35.42,-181.91,-428.81,63.79,59.39,6.84,157.89,701.97,51.34,-540.88,31.47,-560.23,3.5,-581.14,1321.67,827.68,-629.87,,
23,76.36,999.79,57.13,3,1271.55,1216.17,674.62,597.12,465.64,117.46,477.76,570.29,727.96,-35.33,-181.75,-428.42,64.49,59.93,6.84,157.28,699.24,51.17,-540.83,31.4,-560.11,3.56,-581.15,1320.73,828.87,-629.94,,
0,32.84,1000.09,57.16,3,1253.79,1201.98,666.25,597.6,465.87,115.9,485,566.83,729.16,-72.79,-210.81,-444.36,61.8,59.45,6.84,148.44,701.7,50.23,-548.22,31.27,-566.55,3.24,-586.76,1290.23,828.94,-632.77,,
1,29.61,1000.11,57.13,3,1254.23,1201.24,661.86,597.13,464.39,115.34,486.9,565.82,727.52,-75.94,-213.61,-446,60.42,60.22,6.83,151.53,700.79,49.79,-550.45,30.88,-568.63,2.97,-588.67,1291.6,828.33,-634.12,,
2,35.48,999.79,57.15,3,1257.2,1204.32,663.02,597.28,464.99,115.56,484.68,566.82,727.98,-70.76,-209.36,-443.11,60.02,60.05,6.83,151.82,702.5,49.69,-548.84,31.17,-567.11,2.89,-586.96,1294.56,827.72,-633.45,,
3,55.67,1000.07,57.15,3,1264.79,1210.04,667.03,597.28,465.62,116.38,481.26,568.1,727.5,-53.46,-195.92,-435.24,58.07,59.88,6.83,155.27,702.49,49.87,-545.4,31.67,-564.2,3.2,-584.03,1310.66,828.93,-632.25,,
4,72.13,999.96,57.14,3,1271.98,1216.54,669.81,599.87,464.89,117.33,477.07,569.43,727.71,-39.07,-184.41,-428.15,56.39,59.86,6.83,157.16,698.99,50.34,-541.38,32.69,-560.86,4.19,-580.77,1320.81,828.2,-630.73,,
5,66.94,999.86,57.15,3,1270.14,1215.33,670.52,600.97,464.85,116.98,477.94,568.38,728.34,-43.35,-187.6,-429.69,56.09,59.29,6.82,155.62,701.15,50.3,-542.16,32.36,-561.25,3.64,-580.91,1319.29,828.11,-631.56,,
6,73.75,999.66,57.14,3,1271.79,1216.44,671.29,602.14,465.46,117.24,477.21,568.58,727.65,-37.84,-183.41,-427.15,56.03,60.03,6.82,157.47,700.73,50.49,-541.79,31.94,-560.81,3.39,-580.43,1323.01,829.11,-630.98,,
7,74.28,1000.23,57.16,3,1270.89,1216.1,673.35,601.73,466.56,117.52,478.02,569.53,728.17,-37.44,-182.82,-426.19,57.37,60.25,6.82,158.46,699.7,50.85,-540.64,32.66,-560.16,3.88,-580.48,1321.71,827.93,-629.88,,
8,82.85,1000.13,57.14,3,1271.18,1216.36,679.22,597.65,468.21,117.54,478.03,570.54,728.04,-30.28,-177.05,-422.14,58.4,60.04,6.82,161.04,700.55,51.42,-537.75,33.69,-558.16,4.42,-580.03,1328.95,828.29,-626.6,,
9,89.57,999.67,57.15,3,1271.81,1217,682.2,602.63,469.31,117.57,477.39,571.64,727.78,-24.85,-172.58,-418.83,57.98,59.77,6.83,163.34,697.2,51.78,-535.56,34.25,-556.69,4.76,-580.05,1334.32,829.48,-624.87,,
10,83.19,1050.81,57.15,3,1265.75,1213.26,684.38,607.46,470.48,118.02,479.05,571.16,728.65,-30.44,-176.57,-420.17,58.14,59.62,6.85,162.18,696.12,52.14,-534.9,34.92,-556.49,5.4,-581.04,1328.68,831.03,-624.36,,
11,85.77,999.71,57.16,3,1257.11,1210.87,694.87,602.11,472.12,117.5,480.35,572.22,727.74,-28.37,-175.22,-419.17,56.66,59.42,6.85,161.55,697.9,52.29,-535.21,35.03,-557.09,5.34,-582.75,1331.29,834.02,-624.84,,
12,89.35,999.68,57.14,3,1258.29,1211.42,703.78,598.53,473.07,117.56,479.08,573.12,728.11,-25.01,-172.45,-417.17,55.76,59.95,6.87,160.63,695.43,52.48,-534.6,35.45,-556.99,5.23,-583.77,1335.17,833.42,-625.72,,
13,77.06,1000.34,57.15,3,1251.62,1205.99,703.15,598.49,473.67,117.53,481.62,572.69,728.48,-35.47,-180.4,-420.97,54.77,60.25,6.88,159.02,695.5,52.49,-536.59,34.99,-558.56,5,-585.65,1398.73,828.62,-625.27,,
14,51.05,999.98,57.13,3,1242.13,1197.46,696.88,602.22,472.33,116.37,486.54,570.34,728.29,-57.67,-197.6,-430.2,52.47,59.59,6.87,153.59,696.3,52.34,-541.28,34.55,-562.62,4.62,-589.66,1239.58,824.63,-627.6,,
15,45.96,999.72,57.14,3,1242.86,1197.31,690.65,611.04,470.44,115.61,486.94,569.42,727.82,-61.22,-200.2,-431.02,51.75,59.95,6.87,153.1,698.47,52.25,-542.46,34.43,-563.62,4.6,-590.39,1249.01,823.27,-628.37,,
16,52.74,988,56.37,2.96,1246.45,1200.34,689.3,610.76,470.08,115.1,484.77,569.99,727.74,-55.25,-195.34,-427.56,52.28,59.42,6.86,154.81,696.84,52.31,-541.22,34.63,-562.58,4.95,-589.22,1319.12,827.56,-627.6,,
17,36.04,933.44,53.19,2.8,1241.71,1196.72,686.45,609.13,470.06,114.84,486.52,570.61,729.02,-69.05,-205.63,-432.5,53.34,59.96,6.87,149.23,688.99,51.91,-542.25,34.51,-562.87,4.58,-588.64,1268.48,833.35,-627.43,,
18,-28.92,899.99,51.43,2.7,1212.21,1170.02,674.54,597.18,471.42,112,501.16,565.6,728.98,-125.05,-249.79,-458.11,48.26,60.15,6.88,136.63,678.79,49.62,-555.81,31.78,-573.77,2.57,-597.52,1200.16,795.38,-632.53,,
19,-29.75,869.92,49.64,2.61,1208.32,1165.9,674.4,597.37,473.26,111.8,503.96,566.49,728.35,-126.06,-250.78,-458.29,49.24,60.13,6.88,137.21,666.69,49.06,-556.08,31.32,-573.59,2.02,-596.79,1103.13,710.54,-632.61,,
20,-21.37,819.79,46.79,2.46,1209.95,1166.79,681.27,607.08,475.8,112.56,504.71,569.63,727.6,-119.38,-245.71,-454.93,51.2,59.92,6.89,138.81,646.72,48.81,-554.54,31.04,-571.77,1.73,-594.49,1136.8,724.51,-632.44,,
21,-40.51,800.67,45.71,2.4,1201.82,1160.33,679.04,607.11,476.63,111.93,508,568.95,728.62,-135.38,-257.76,-460.99,51.58,60.06,6.89,133.89,625.15,48.31,-556.6,30.89,-573.28,1.57,-595.12,1150.23,751.76,-632.25,,
22,-54.26,799.88,45.72,2.4,1194.6,1154.72,676.49,601.73,476.78,111.29,511.24,567.37,728.43,-147.06,-266.7,-465.19,57.29,59.93,6.88,132.11,598.99,47.77,-559.59,30.64,-575.81,1.51,-597.12,1141.41,753.09,-633.42,,
23,-76.48,800.66,45.7,2.4,1183.16,1144.46,671.56,597.14,476.94,110.01,515.78,564.59,728.26,-166.04,-281.39,-472.42,59.81,60,6.88,129.62,586.9,47.05,-564.5,30.37,-579.7,1.23,-600.3,1117.38,749.48,-635.16,,
0,-79.2,799.79,45.71,2.4,1180.68,1141.94,669.79,597.14,476.21,109.96,516.9,564.41,728.12,-168,-282.58,-471.45,59.94,60.02,6.88,130.38,581.05,46.98,-564.55,30.9,-579.87,1.17,-600.4,1114.85,745.72,-635.2,,
1,-78.22,800.21,45.73,2.4,1180.92,1141.95,672.12,597.15,476.56,109.77,516.8,564.54,728.02,-166.91,-281.37,-469.24,60.36,59.97,6.87,130.26,577,47.03,-564.33,31.22,-579.62,1.23,-599.74,1115.4,747.53,-635.22,,
2,-78.33,799.92,45.71,2.4,1180.91,1141.64,671.08,597.15,476.13,109.56,516.8,564.56,728.02,-166.82,-281,-467.54,60.51,59.86,6.86,130.24,574.35,46.99,-564.39,31.18,-579.46,1.85,-598.99,1111.31,746.79,-635.14,,
3,-79.9,800.13,45.72,2.4,1179.64,1140.58,669.5,597.14,475.94,109.51,516.81,564.53,728.05,-167.97,-281.5,-466.46,60.83,59.89,6.86,129.9,573.96,46.93,-565.02,31.07,-579.94,1.55,-599.06,1109.28,746.12,-635.5,,
4,-83.86,764.27,43.67,2.29,1179.42,1140.08,668.8,599.37,475.87,109.31,517.95,564.72,728.04,-171.08,-283.62,-466.27,61.57,59.98,6.85,128.73,571.63,47.07,-564.86,30.7,-579.38,1.28,-597.98,1105.47,746.26,-634.91,,
5,-47.63,799.74,45.71,2.4,1197.23,1153.74,672.12,597.87,474.8,110.84,511.68,567.23,727.12,-139.83,-258.63,-449.92,63.56,59.98,6.86,135.18,570.5,47.47,-558.73,31.94,-574.38,2.48,-593.45,1134.81,748.06,-633.02,,
6,-41.29,800.05,45.72,2.4,1198.15,1155.27,676.24,598.93,474.89,111.43,510.19,567.89,728.04,-134.27,-253.81,-445.68,64.21,59.97,6.86,134.23,569.28,47.74,-557.65,31.48,-573.02,2.34,-592.02,1141.59,750.85,-632.13,,
7,-38.16,799.85,45.71,2.4,1198.46,1156.12,678.9,604.36,475.82,111.83,510.18,568.05,727.92,-131.46,-251.05,-442.66,64.35,59.49,6.84,135.24,567.51,48.16,-556.62,30.55,-572,2.44,-591.56,1143.34,753.21,-630.86,,
8,-34.47,799.83,45.72,2.4,1199.79,1157.17,681.38,608.66,476.54,111.82,510.17,568.36,727.91,-128.09,-247.74,-438.94,65.14,60.01,6.84,137.1,565.43,48.75,-553.89,31.64,-570.1,3.06,-590.93,1144.18,751.23,-627.93,,
9,-24.47,799.8,45.73,2.4,1203.6,1160.07,683.41,609.37,476.94,112.47,508.7,569.41,727.86,-119.51,-240.49,-433.11,65.22,60.08,6.83,139.47,564.19,49.26,-552.33,31.01,-568.38,2.46,-590.41,1147.6,748.82,-626.86,,
10,-14.1,801.13,45.73,2.4,1206.55,1162.68,687.36,610.7,477.41,113.17,507.17,568.99,727.82,-110.47,-232.69,-426.38,65.48,59.93,6.86,140.92,563.15,49.96,-549.61,31.53,-566.31,2.99,-589.72,1075.16,750.68,-625.04,,
11,-20.64,876.13,45.71,2.4,1201.48,1158.52,690.17,607.45,478.33,113.19,509.08,568.09,728.08,-116.3,-236.88,-427.42,65.32,60.15,6.86,138.58,561.93,50.17,-550.08,31.28,-566.48,3.1,-590.74,1200.73,752.31,-625.18,,
12,17.82,515.53,41.88,2.37,1197.14,1154.33,689.85,600.42,476.58,116.13,499.61,570.4,725.33,-84.48,-212.79,-411.6,67.25,59.98,6.86,144.85,560.6,51.32,-543.85,32.95,-560.92,4.34,-586.09,1171.75,749.98,-621.61,,
13,-188.08,-0.85,0.04,0.65,939.08,907.23,621.93,589.95,439.44,103.98,420.98,367.36,507.37,-191.09,-202.73,-217.67,18.78,60.57,6.81,144.85,84.02,41.07,-226.45,32.44,-228.1,6.91,-239.97,372.85,40.12,-213.69,,
14,-9.02,-0.85,-0.05,0.36,1029.9,982.91,649.74,608.49,443.14,75.47,304,215.26,313.41,-2.41,-3.39,-1.83,18.78,61.21,6.77,1.26,0.06,34.82,-4.57,36.43,-4.91,15.22,-14.14,-14.85,-0.79,-1.68,,
15,-9.27,-0.85,-0.07,0.35,999.86,968.49,666.03,601.52,460.56,63.28,236.92,158.88,215.78,-2.57,-3.53,-1.92,18.78,61.23,6.76,0.07,0.06,34.52,-4.88,37.35,-5.2,18.96,-14.41,-14.84,-0.79,-2.22,,
16,-9.69,-0.84,-0.07,0.34,971.55,949.96,671.55,621.94,474.69,60.81,192.75,129.53,155.67,-3.1,-4.1,-2.51,18.78,61.49,6.76,0.07,0.06,34.49,-5.36,37.62,-5.69,21.19,-15.12,-14.82,-0.79,-2.13,,
17,-8.79,-0.85,-0.07,0.34,947.47,932.61,672.83,643.89,484.42,53.08,158.44,109.49,117.21,-2.19,-3.21,-1.56,18.78,61.92,6.77,0.07,0.06,34.4,-4.49,37.65,-4.74,22.79,-14.12,-14.82,-0.81,-2.67,,
18,-8.58,-0.85,-0.06,0.34,926.46,916.26,671.34,642.77,489.42,51.4,134.2,96.47,92.02,-2,-3.02,-1.39,18.78,62.51,6.83,0.07,0.06,34.18,-4.11,37.29,-4.31,23.8,-13.27,-14.85,-0.82,-2.76,,
19,-7.86,-0.85,-0.04,0.35,907.78,901.41,668.02,644.26,491.88,50.68,115.41,86.5,74.09,-0.43,-1.47,0.15,18.78,63.16,6.91,0.07,0.06,33.17,-2.51,36.95,-2.81,24.45,-10.94,-14.88,-0.82,-2.94,,
20,-9.17,-0.86,-0.03,0.36,889.64,886.41,663.79,642.94,492.79,51.03,101.31,79.03,60.58,-1.52,-2.56,-0.91,18.78,63.86,7.01,0.08,0.05,32.61,-3.6,36.66,-3.82,24.79,-11.11,-14.9,-0.82,-2.76,,
21,-9.07,-0.86,-0.02,0.38,872.82,872.12,659.11,619.03,492.31,51.59,90.37,74.35,51.23,-1.39,-2.48,-0.81,18.78,64.52,7.11,0.09,0.05,32.98,-3.42,36.1,-3.59,24.94,-10.23,-14.93,-0.82,-2.8,,
22,-8.95,-0.86,-0.02,0.38,857.1,858.86,654.11,604.01,491.83,52.4,81.99,70.55,44.5,-1.15,-2.26,-0.58,18.78,65.1,7.18,0.09,0.05,32.64,-3.28,35.54,-3.35,24.89,-9.51,-14.95,-0.81,-3.05,,
23,-9.04,-0.87,-0.02,0.37,841.37,845.94,648.64,600.01,491.12,51.79,74.67,67.56,39.94,-1.3,-2.39,-0.72,18.78,65.59,7.2,0.1,0.05,32.36,-3.4,35.25,-3.43,24.83,-9.38,-14.97,-0.81,-3.3,,
0,-9.16,-0.87,-0.02,0.37,825.89,833.07,643.33,598.51,487.98,51.27,68.71,66.05,37.06,-1.65,-2.75,-1.09,18.78,65.22,6.78,0.1,0.05,31.95,-3.77,34.21,-3.67,24.57,-9.23,-14.99,-0.81,-3.64,,
1,-9.51,-0.87,-0.02,0.38,811.68,820.83,637.31,610.08,485.75,50.62,64.01,64.06,35.08,-1.85,-2.98,-1.32,18.78,65.6,6.78,0.1,0.05,31.56,-4.05,33.44,-3.92,24.27,-9.13,-15.01,-0.81,-3.99,,
2,-9.95,-0.87,-0.02,0.39,797.85,809,631.25,622.68,486.18,49.64,60.22,62.24,33.5,-2.14,-3.31,-1.62,-6.17,65.99,6.78,0.1,0.05,31.25,-4.36,33.1,-4.17,23.96,-9.07,-15.03,-0.81,-4.37,,
3,-9.96,-0.87,-0.01,0.39,784.26,797.21,624.93,607.76,481.06,48.72,57.04,60.6,31.89,-2.09,-3.26,-1.57,-6.11,66.4,6.77,0.1,0.04,30.79,-4.34,32.67,-4.1,23.63,-8.61,-15.04,-0.8,-4.43,,
4,-9.8,-0.87,-0.01,0.42,770.84,785.65,618.23,598.19,478.05,47.43,54.18,59.29,30.99,-1.94,-3.19,-1.47,-5.94,66.93,6.83,0.1,0.04,30.51,-4.31,32.07,-3.81,23.32,-7.78,-14.93,-0.8,-4.34,,
5,-9.59,-0.87,-0.01,0.46,757.54,774.02,611.93,607.57,477.39,46.04,51.11,57.64,30.33,-1.77,-3.11,-1.36,-5.86,67.57,6.89,0.06,0.03,29.73,-4.31,31.07,-3.56,22.97,-7.15,-14.89,-0.79,-4.43,,
6,-9.42,-0.88,-0.01,0.45,745.16,762.56,605.41,599.49,472.61,45.75,48.97,56.83,28.98,-1.66,-2.95,-1.21,-5.82,63.83,6.95,-0.08,0.03,29.13,-4.22,30.07,-3.52,22.68,-6.66,-14.83,-0.78,-4.14,,
7,-9.51,-0.88,0.01,0.45,733.45,751.39,597.81,597.68,467.71,43.16,47.51,53.68,27.63,-1.07,-2.41,-0.67,-5.57,62.98,6.93,-0.06,0.03,27.55,-3.73,29.44,-2.92,22.49,-5.32,-14.92,-0.79,-2.91,,
8,-9.56,-0.89,0.01,0.48,721.28,740.78,591.39,594.24,468.09,41.7,45.67,51.45,25.76,-0.92,-2.24,-0.47,-5.6,63.51,7.01,-0.07,0.03,26.38,-3.75,28.49,-2.97,21.98,-4.85,-14.93,-0.8,-2.15,,
9,-9.24,-0.88,0,0.47,708.69,730.24,585.88,589.42,462.17,43.61,45.2,52.9,25.79,-1.16,-2.35,-0.61,-5.84,63.94,7.11,-0.08,0.05,27.81,-3.79,29.44,-3.33,22.19,-6.14,-14.9,-0.81,-0.98,,
10,-8.75,-0.87,-0.03,0.45,698.23,720,580.77,587.05,462.96,46.09,46.44,56.38,27.83,-1.28,-2.36,-0.66,-6.1,58.48,4.34,10.42,0.06,30.11,-3.8,31.58,-3.69,23.33,-8.59,-14.97,-0.82,-0.09,,
11,-8.7,-0.86,-0.05,0.4,686.61,709.2,576,592.18,459.18,46.95,47.59,58.77,30.31,-1.67,-2.67,-0.98,-6.1,60.39,1.69,10.42,0.06,31.8,-4.01,33.94,-4.21,25,-11.19,-14.96,-0.81,-1.49,,
12,-9.08,-0.85,-0.05,0.38,675.43,699.02,572.07,594.23,458.72,47.5,47.9,59.54,32.34,-2.14,-3.15,-1.46,-6.1,60.66,0.91,10.42,0.06,32.61,-4.49,35.27,-4.71,26.34,-12.54,-14.92,-0.81,-2.04,,
13,-9.66,-0.84,-0.06,0.37,664.98,689.81,566.91,577.29,457.06,47.84,48.47,59.96,33.15,-2.78,-3.76,-2.09,-6.1,61.43,0.87,17.69,0.06,33.24,-5.06,36.01,-5.41,27.34,-13.74,323.62,-0.81,-2.62,,
14,-10.37,-0.84,-0.06,0.38,655.17,680.65,562.5,568.94,454.47,47.71,49.14,60.38,34.2,-3.5,-4.47,-2.8,-6.1,62.2,0.99,17.69,0.07,33.78,-5.76,36.69,-6.24,28.25,-15.07,561.65,-0.8,-3.18,,
15,-10.85,-0.83,-0.07,0.37,645.21,670.93,557.27,594.54,451.89,46.86,49.37,61.1,35.84,-3.98,-4.92,-3.22,-6.1,63.02,1.09,17.69,0.07,34.31,-6.29,37.41,-6.82,29.11,-16.1,-14.82,-0.8,-3.76,,
16,-11.13,-0.83,-0.06,0.35,635.71,661.85,551.92,593.45,449.63,46.35,49.29,60.56,36.55,-4.4,-5.39,-3.71,-6.1,63.85,1.19,17.69,0.07,34.49,-6.58,37.53,-7.02,29.7,-16.34,-14.81,-0.8,-4.25,,
17,-12.14,-0.84,-0.03,0.37,627.32,654.12,544.92,588.32,446.45,43.05,47.98,57.21,35.38,-4.41,-5.46,-3.8,-6.1,64.8,1.27,17.69,0.06,32.22,-6.5,36.03,-6.65,29.49,-13.69,-14.85,-0.81,-5.49,,
18,-11.73,-0.85,-0.01,0.37,617.06,645.23,539.18,551.28,442.41,40.52,45.9,54.08,32.3,-3.97,-5.15,-3.4,-6.1,65.78,1.35,17.69,0.05,30.67,-6.08,33.25,-5.93,28.25,-10.82,-14.93,-0.8,-5.89,,
19,-11.13,-0.85,-0.02,0.4,611.13,638.23,532.66,544.7,439.15,40.14,44.81,53.23,31.1,-3.76,-5.08,-3.34,-2.16,66.65,1.43,17.69,0.03,29.91,-5.84,32.27,-5.49,27.95,-10.16,-14.98,-0.79,-6.21,,
20,-9.5,-0.86,-0.01,0.44,612.4,636.59,525.23,545.21,430.88,39,43.65,51.05,29.69,-1.69,-3.11,-1.33,19.69,67.6,1.48,17.69,0.02,28.71,-3.92,31.36,-3.41,27.25,-6.77,-14.96,-0.78,-4.44,,
21,-9.1,-0.87,0,0.45,605.08,629.65,519.93,595.32,423.51,36.79,41.97,49.6,28.61,-1.05,-2.6,-0.72,18.68,68.7,1.48,17.69,0.01,28.61,-3.7,29.87,-2.85,26.47,-5.44,-14.91,-0.78,-4.25,,
22,-8.97,-0.87,0,0.47,597.04,622.32,514.79,593.21,418.54,36.17,41.18,48.73,27.29,-0.74,-2.28,-0.39,36.7,67.35,1.48,17.69,0.01,28.34,-3.43,28.83,-2.52,25.73,-4.55,-14.96,-0.79,-3.95,,
23,-10.53,-0.88,0.01,0.48,589.53,615.05,509.17,586.41,412.94,34.91,40.33,47.7,25.76,-2.27,-3.8,-1.93,38.35,60.83,1.49,17.69,0.01,28.21,-4.99,28.14,-4.02,25.09,-5.44,-14.97,-0.8,-5.41,,
0,-10.82,-0.88,0.01,0.49,581.65,607.7,503.9,595.32,408.37,34.11,40.23,46.47,24.51,-2.36,-3.83,-1.97,29.88,61.78,1.51,17.69,0.01,27.5,-5.07,27.53,-4.13,24.56,-5.07,-14.97,-0.81,-5.45,,
1,-10.91,-0.88,0.01,0.5,573.93,600.58,498.77,579.51,405.44,34.19,39.53,45.26,23.67,-2.33,-3.71,-1.84,9.42,62.66,1.55,17.69,0.02,26.86,-5,27.44,-4.19,24.41,-5.33,-14.99,-0.81,-5.51,,
2,-11.19,-0.88,0.01,0.49,565.86,593.51,493.73,559.43,402.45,34.49,39.29,45.2,23.21,-2.71,-4.03,-2.15,9.42,63.51,1.59,17.69,0.03,27.18,-5.35,27.6,-4.6,24.42,-5.93,-15,-0.81,-5.82,,
3,-11.16,-0.88,0,0.49,557.64,586.25,488.64,504.17,400.14,35.19,40.12,46.24,23.38,-2.83,-4.13,-2.27,9.42,64.37,1.63,17.69,0.03,27.66,-5.42,27.96,-4.7,24.65,-6.3,-14.99,-0.81,-5.84,,
4,-11.18,-0.88,0,0.5,550.03,579.11,483.31,502.46,397.14,35.41,40.21,46.58,23.56,-2.88,-4.15,-2.32,9.42,65.23,1.68,17.69,0.03,27.86,-5.49,28.1,-4.77,24.82,-6.54,-14.99,-0.81,-5.89,,
5,-10.97,-0.88,0,0.5,542.25,572.04,478,494.05,393.98,35.47,40.24,46.45,23.61,-2.7,-3.96,-2.12,-5.22,66.06,1.73,17.69,0.03,27.94,-5.27,28.13,-4.56,24.94,-6.31,-15,-0.81,-5.67,,
6,-10.43,-0.89,0,0.49,534.44,564.9,472.67,489.01,391.22,35.3,40.25,46.49,23.6,-2.25,-3.56,-1.71,-5.37,66.87,1.77,17.69,0.03,28,-4.87,28.12,-4.1,25.04,-6.02,-15,-0.81,-5.1,,
7,-9.95,-0.89,-0.01,0.49,526.92,557.99,467.32,483.26,389.08,34.53,40.25,46.45,23.49,-1.86,-3.15,-1.3,-3.29,67.67,1.82,17.69,0.03,28.24,-4.48,28.4,-3.75,25.29,-6.12,-15,-0.81,-4.55,,
8,-9.79,-0.88,-0.01,0.48,519.62,551.01,462.09,478.1,384.89,34.51,40.24,46.39,23.52,-1.78,-3.06,-1.2,8.53,68.63,1.86,17.69,0.03,28.57,-4.4,28.91,-3.74,25.57,-6.54,-15.01,-0.8,-4.15,,
